  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
545110 ***** 201901040130 320  22 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -8 ****** 30.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040200 310  25 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -9 ****** 30.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040230 320  29 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040300 360  13 *** *** BKN * * * 16.2 ** ** ** ** ** ** ** ** *   29  -14 1036.8 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040300 310  25  36 *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040330 320  25 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040400 320  20 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32   -9 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040430 310  20 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -15 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040500 320  20 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -15 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040530 320  18 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -15 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040600 360   4 *** 722 SCT * * * 18.8 ** ** ** ** ** ** ** ** *   33  -16 1034.0 ***** 1029.8 ***  20 ***** ***** ***** ***** **
545110 ***** 201901040600 310  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -15 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040630 990  16  27 *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -15 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040700 990  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -17 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040730 300  18 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -15 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040800 300  16  27 *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -15 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040830 300  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -15 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040900 340   4 *** 722 SCT * * * 18.8 ** ** ** ** ** ** ** ** *   32  -15 1033.3 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040900 310  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -15 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901040930 320  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30  -11 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041000 320  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041030 310  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041100 310  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041130 310  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041200 020   4 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   30  -12 1033.9 ***** 1029.7 *** *** ***** ***** ***** ***** **
545110 ***** 201901041200 320  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -8 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041230 320  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041300 330  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041330 330  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041400 330   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041430 330  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041500 340   4 ***   8 OBS * * * 18.8 ** ** ** ** ** ** ** ** *   28  -11 1034.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041500 310  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041530 320  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -8 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041600 320  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -8 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041630 320  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -8 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041700 320  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   27   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041730 320  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   27   -8 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041800 360   4 ***   8 OBS * * * 18.8 ** ** ** ** ** ** ** ** *   27  -10 1034.9 ***** 1030.7 *** *** ***** ***** ***** ***** **
545110 ***** 201901041800 330  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25   -9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041830 340  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23   -8 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041900 350  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19   -9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901041930 350   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16   -9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042000 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   18   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042030 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16   -9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042100 040   7 ***   8 OBS * * * 18.8 ** ** ** ** ** ** ** ** *   25  -12 1034.2 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042100 010   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12   -9 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042130 350   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12   -9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042200 020   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16   -9 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042230 360   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16  -11 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042300 010   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19  -11 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901042330 020  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21  -11 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050000 020   7 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   22  -15 1035.5 ***** 1031.3 *** *** ***** ***** ***** ***** **
545110 ***** 201901050000 030  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21  -11 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050030 020  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23  -11 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050100 010  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25  -11 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050130 360  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25  -11 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050200 360  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25   -9 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050230 360   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28   -9 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050300 020   9 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   28  -17 1036.0 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050300 340  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28  -11 ****** 30.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050330 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28  -13 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050400 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28  -13 ****** 30.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050430 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30  -13 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050500 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -13 ****** 30.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050530 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -13 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050600 040   2 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   31  -16 1032.5 ***** 1028.3 ***  22 ***** ***** ***** ***** **
545110 ***** 201901050600 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -15 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050630 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32  -18 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050700 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   34  -18 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050730 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30  -13 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050800 020   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30  -13 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050830 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30  -13 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050900 200   2 *** *** BKN * * * 18.8 ** ** ** ** ** ** ** ** *   30  -13 1032.1 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050900 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28  -13 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901050930 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28  -11 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051000 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25   -9 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051030 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   27   -8 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051100 060   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23   -6 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051130 070   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25   -6 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051200 220   2 *** *** BKN * * * 11.2 ** ** ** ** ** ** ** ** *   26  -11 1033.1 ***** 1028.9 *** *** ***** ***** ***** ***** **
545110 ***** 201901051200 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25   -6 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051230 150   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051300 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23   -6 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051330 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051400 160   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051430 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051500 200   4 ***   8 OBS * * *  8.1 ** ** ** ** ** ** ** ** *   26   -8 1033.9 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051500 060   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051530 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   21   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051600 070   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   18   -2 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051630 080   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   18    0 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051700 080   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16   -2 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051730 070   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   18   -2 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051800 *** *** ***   8 OBS * * *  5.0 ** ** ** ** ** ** ** ** *   21   -4 1033.0 ***** 1028.8 *** *** ***** ***** ***** ***** **
545110 ***** 201901051800 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   18   -4 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051830 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16   -4 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051900 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19   -6 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901051930 360   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12   -6 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052000 070   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12   -4 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052030 350   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12   -4 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052100 040   2 ***   8 OBS * * *  5.0 05 ** ** ** ** ** ** ** *   17   -2 1031.6 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052100 350   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10   -4 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052130 340   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10   -6 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052200 350   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10   -6 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052230 360   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9   -4 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052300 010   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9   -4 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901052330 030   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9   -2 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060000 070   2 *** *** BKN * * *  3.8 05 ** ** ** ** ** ** ** *   15   -2 1032.5 ***** 1028.2 *** *** ***** ***** ***** ***** **
545110 ***** 201901060000 050   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9   -2 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060030 070   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10   -2 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060100 040   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   14    3 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060130 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   19    1 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060200 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   23    1 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060230 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25    1 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060300 360   2 *** *** BKN * * *  4.4 05 ** ** ** ** ** ** ** 0   27   -2 1032.9 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060300 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   27    3 ****** 30.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060330 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   28    1 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060400 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30    1 ****** 30.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060430 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30    0 ****** 30.45 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060500 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30    1 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060530 990   2  13 *** *** * * * **** ** ** ** ** ** ** ** ** *   30    0 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060600 200   4 *** *** BKN * * *  3.8 05 ** ** ** ** ** ** ** 0   33   -5 1029.8 ***** 1025.6 ***  14 ***** ***** ***** ***** **
545110 ***** 201901060600 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32    1 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060630 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32   -2 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060700 990   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   32    0 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060730 020   4 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30    1 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060800 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30    0 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060830 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   30    0 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060900 220   2 *** *** BKN * * *  4.4 05 ** ** ** ** ** ** ** 0   30   -5 1030.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060900 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   25    0 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201901060930 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   27    0 ****** 30.42 ****** *** *** ***** ***** ***** ***** **
